"FACILITY/SITE ID","FACILITY/SITE NAME","FACILITY/SITE ADDRESS","CITY","COUNTY","DISTRICT","DOCUMENT DATE","DATE RECEIVED","DOCUMENT TYPE","SUBJECT","PERMIT NUMBER","FILE TYPE","FILE SIZE","FILE PATH"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","04-01-2021","05-20-2021","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2021 APR MO PART A (736710) D-001 D-002","",".pdf","52.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182989.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2021","04-22-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 MAR MO PART B (736829)","",".xlsx","39.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182988.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2021","04-22-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 MAR MO PART B (643572)","",".xlsx","39.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.984078.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2021","04-22-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 MAR MO PART A (643572) D-001 D-002","",".pdf","54.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.984077.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2021","04-22-2021","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2021 MAR MO PART A (736829) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182987.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","02-01-2021","03-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 FEB MO PART B (736828)","",".xlsx","14.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182985.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","02-01-2021","03-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 FEB MO PART B (643571)","",".xlsx","14.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.975193.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","02-01-2021","03-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 FEB MO PART A (643571) D-001 D-002","",".pdf","54.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.975194.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","02-01-2021","03-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2021 FEB MO PART A (736828) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182984.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-12-2021","01-12-2021","INSPECTION RELATED","CEI REPORT AND CAO NORTH FLORIDA ROCK 11.25.2019","",".pdf","2.0 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.951707.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-01-2021","02-19-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 JAN MO PART B (736818)","",".xlsx","14.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182983.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-01-2021","02-19-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 JAN MO PART B (640047)","",".xlsx","14.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.966959.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-01-2021","02-19-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 JAN MO PART A (640047) D-001 D-002","",".pdf","54.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.966960.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-01-2021","02-19-2021","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2021 JAN MO PART A (736818) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182982.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2020","01-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 DEC MO PART B (736817)","",".xlsx","14.6 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182981.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2020","01-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 DEC MO PART B (648451)","",".xlsx","14.6 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.967299.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2020","01-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 DEC MO PART B (637047)","",".docx","23.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.957532.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2020","01-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 DEC MO PART A (637047) D-001 D-002","",".pdf","53.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.957533.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2020","01-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 DEC MO PART A (736817) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182980.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2020","01-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 DEC MO PART A (648451) D-001 D-002","",".pdf","54.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.967300.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","11-01-2020","12-17-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 NOV MO PART B (736813)","",".xlsx","13.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182979.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","11-01-2020","12-17-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 NOV MO PART B (634580)","",".xlsx","40.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.945932.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","11-01-2020","12-17-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 NOV MO PART A (634580) D-001 D-002","",".pdf","54.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.945933.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","11-01-2020","12-17-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 NOV MO PART A (736813) D-001 D-002","",".pdf","52.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182978.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","10-01-2020","11-25-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 OCT MO PART B (631123)","",".xlsx","14.9 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.939430.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","10-01-2020","11-25-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 OCT MO PART A (631123) D-001 D-002","",".pdf","52.9 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.939429.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","09-01-2020","10-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 SEP MO PART B (736812)","",".xlsx","12.9 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182976.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","09-01-2020","10-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 SEP MO PART B (628718)","",".pdf","93.9 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.928892.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","09-01-2020","10-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 SEP MO PART A (628718) D-001 D-002","",".pdf","53.9 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.928894.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","09-01-2020","10-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 SEP MO DEP CORRESPONDENCE EMAIL (736812)","",".pdf","157.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182977.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","09-01-2020","10-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 SEP MO DEP CORRESPONDENCE EMAIL (628718)","",".pdf","157.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.928893.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","09-01-2020","10-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 SEP MO PART A (736812) D-001 D-002","",".pdf","52.9 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182975.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","08-01-2020","09-26-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 AUG MO PART B (736778)","",".pdf","94.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182973.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","08-01-2020","09-26-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 AUG MO PART B (626228)","",".pdf","94.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.921198.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","08-01-2020","09-26-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 AUG MO PART A (626228) D-001 D-002","",".pdf","53.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.921199.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","08-01-2020","09-26-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 AUG MO PART A (736778) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182974.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","07-01-2020","08-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JUL MO PART B (736777)","",".xlsx","13.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182962.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","07-01-2020","08-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JUL MO PART B (629214)","",".pdf","93.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918806.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","07-01-2020","08-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JUL MO PART B (622507)","",".pdf","94.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.912569.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","07-01-2020","08-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JUL MO PART A (622507) D-001 D-002","",".pdf","53.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.912568.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","07-01-2020","08-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 JUL MO PART A (736777) D-001 D-002","",".pdf","52.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182963.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","07-01-2020","08-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 JUL MO PART A (629214) D-001 D-002","",".pdf","53.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918805.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","06-01-2020","07-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JUN MO PART B (736776)","",".pdf","93.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182960.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","06-01-2020","07-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JUN MO PART B (629335)","",".pdf","93.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918801.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","06-01-2020","07-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JUN MO PART B (620195)","",".pdf","94.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.905127.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","06-01-2020","07-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JUN MO PART A (620195) D-001 D-002","",".pdf","53.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.905128.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","06-01-2020","07-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 JUN MO PART A (736776) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182961.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","06-01-2020","07-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 JUN MO PART A (629335) D-001 D-002","",".pdf","53.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918800.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","05-01-2020","06-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 MAY MO PART B (736765)","",".pdf","93.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182957.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","05-01-2020","06-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 MAY MO PART B (629334)","",".pdf","93.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918778.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","05-01-2020","06-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 MAY MO PART B (617699)","",".pdf","94.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.898426.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","05-01-2020","06-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 MAY MO PART A (617699) D-001 D-002","",".pdf","54.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.898427.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","05-01-2020","06-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 MAY MO PART A (736765) D-001 D-002","",".pdf","52.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182956.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","05-01-2020","06-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 MAY MO PART A (629334) D-001 D-002","",".pdf","54.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918777.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","04-01-2020","05-19-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 APR MO PART B (736769)","",".pdf","93.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182954.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","04-01-2020","05-19-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 APR MO PART B (629333)","",".pdf","93.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918798.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","04-01-2020","05-19-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 APR MO PART B (614267)","",".pdf","94.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.889477.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","04-01-2020","05-19-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 APR MO PART A (614267) D-001 D-002","",".pdf","53.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.889476.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","04-01-2020","05-19-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 APR MO PART A (736769) D-001 D-002","",".pdf","52.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182953.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","04-01-2020","05-19-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 APR MO PART A (629333) D-001 D-002","",".pdf","53.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918799.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2020","04-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 MAR MO PART B (736898)","",".pdf","96.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182945.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2020","04-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 MAR MO PART B (736768)","",".pdf","96.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182944.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2020","04-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 MAR MO PART B (629332)","",".pdf","96.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918797.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2020","04-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 MAR MO PART B (609116)","",".pdf","97.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.884535.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2020","04-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 MAR MO PART A (609116) D-001 D-002","",".pdf","54.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.884534.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2020","04-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 MAR MO PART A (736898) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182946.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2020","04-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 MAR MO PART A (736768) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182943.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","03-01-2020","04-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 MAR MO PART A (629332) D-001 D-002","",".pdf","54.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918796.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","02-01-2020","03-06-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 FEB MO PART B (736767)","",".pdf","93.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182942.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","02-01-2020","03-06-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 FEB MO PART B (629331)","",".pdf","93.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918793.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","02-01-2020","03-06-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 FEB MO PART B (606032)","",".pdf","94.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.872357.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","02-01-2020","03-06-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 FEB MO PART A (606032) D-001 D-002","",".pdf","54.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.872358.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","02-01-2020","03-06-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 FEB MO PART A (736767) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182941.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","02-01-2020","03-06-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 FEB MO PART A (629331) D-001 D-002","",".pdf","54.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918792.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-01-2020","02-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JAN MO PART B (736766)","",".pdf","93.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182940.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-01-2020","02-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JAN MO PART B (629330)","",".pdf","93.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918791.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-01-2020","02-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JAN MO PART B (592625)","",".pdf","94.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.863936.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-01-2020","02-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2020 JAN MO PART A (592625) D-001 D-002","",".pdf","54.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.863937.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-01-2020","02-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 JAN MO PART A (736766) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182939.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","01-01-2020","02-21-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2020 JAN MO PART A (629330) D-001 D-002","",".pdf","54.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918790.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-19-2019","12-19-2019","INSPECTION RELATED","EMAIL DISSOLVED OXYGEN FROM ICARUS ECOLOGICAL SERVICES","",".msg","154.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.929521.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2019","01-16-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2019 DEC MO PART B (736764)","",".pdf","116.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182938.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2019","01-16-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2019 DEC MO PART B (629329)","",".pdf","116.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.918803.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2019","01-16-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2019 DEC MO PART B (592624)","",".pdf","3.0 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.854227.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2019","01-16-2020","DISCHARGE MONITORING REPORTS RELATED","DMR 2019 DEC MO PART A (592624) D-001 D-002","",".pdf","53.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.854228.1"
"FL0980722","NORTH FLORIDA ROCK","5160 Vermont Rd ","MARIANNA","JACKSON","NWD","12-01-2019","01-16-2020","DISCHARGE MONITORING REPORTS RELATED","DMR (R) 2019 DEC MO PART A (736764) D-001 D-002","",".pdf","51.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1182937.1"
